boro,bctcb2010,cenblock10,comp2010ap,comp2010,comp2011,comp2012,comp2013,comp2014,comp2015,comp2016,comp2017,comp2018,comp2019,comp2020,filed,approved,permitted,withdrawn,inactive,cenunits10,total
Staten Island,50291031005.0,360850291031005,,,,6.0,,,,,,,,-1.0,4.0,1.0,,2.0,2.0,28,33
Staten Island,50303011005.0,360850303011005,,,,,,,,,,,,,,,,,,78,78
Staten Island,50009001006.0,360850009001006,,,,,,,,,,2.0,,,,,,,,41,43
Staten Island,50018001006.0,360850018001006,,,,,,,,,,,,,,,,,,6,6
Staten Island,50020011006.0,360850020011006,,,,,,,,3.0,,,,,,,,,,10,13
Staten Island,50020021006.0,360850020021006,,,,,,,,,,,,,,,,,,156,156
Staten Island,50021001006.0,360850021001006,,,,,,,,,,,,,,,,,,40,40
Staten Island,50036001006.0,360850036001006,,,,,,,,,,,,,,,,,,18,18
Staten Island,50040001006.0,360850040001006,,,,,,,,,,,,,,,,,,40,40
Staten Island,50059001006.0,360850059001006,,,,,3.0,,,,,,0.0,,,,,0.0,,37,40
Staten Island,50064001006.0,360850064001006,,,,,,0.0,,,,,,,,,,,,18,18
Staten Island,50067001006.0,360850067001006,,,,,,,,,,,,,,,0.0,,1.0,9,9
Staten Island,50070001006.0,360850070001006,,,,,,,,,1.0,1.0,,,,,,1.0,,22,24
Staten Island,50074001006.0,360850074001006,,,,,,-1.0,,2.0,,,-1.0,2.0,,,2.0,,,85,87
Staten Island,50077001006.0,360850077001006,,,,,,,,,,,,,,,,,,32,32
Staten Island,50096021006.0,360850096021006,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,31,31
Staten Island,50112011006.0,360850112011006,,,,,,,,,,,0.0,,,,,,,44,44
Staten Island,50112021006.0,360850112021006,,,1.0,,,,-1.0,3.0,1.0,-1.0,2.0,-1.0,2.0,,,,,35,39
Staten Island,50114011006.0,360850114011006,,,,,,,,,,,,,,,,,,21,21
Staten Island,50114021006.0,360850114021006,,,,,-1.0,,2.0,,,,0.0,,,,,,,34,35
Staten Island,50121001006.0,360850121001006,,,,,,,,,,,,,,,,,0.0,28,28
Staten Island,50122001006.0,360850122001006,,,,-1.0,,,,,,,,,,,,,-1.0,33,32
Staten Island,50128041006.0,360850128041006,,,,,,,,,-1.0,1.0,,,2.0,,,2.0,2.0,27,27
Staten Island,50128061006.0,360850128061006,,,,,,,,,,,,,,,,,,16,16
Staten Island,50132011006.0,360850132011006,,,,,,,,,,,,,,,,,0.0,22,22
Staten Island,50132031006.0,360850132031006,,,,,,,,,,,,,,,,,,0,0
Staten Island,50132041006.0,360850132041006,,,,,,,,,,,,,,,,,1.0,15,15
Staten Island,50133021006.0,360850133021006,,,,,,,,,,,,,,,1.0,,,27,27
Staten Island,50134001006.0,360850134001006,,,,0.0,,,,,,,,,,,1.0,,,33,33
Staten Island,50138001006.0,360850138001006,,,,,,,,,,,,,,,,,1.0,13,13
Staten Island,50141001006.0,360850141001006,,,,,0.0,,,,,,2.0,,,0.0,,,1.0,20,22
Staten Island,50146041006.0,360850146041006,,,,,,,,,,,,,,,,,,64,64
Staten Island,50146051006.0,360850146051006,,,,,,,,,,,,,,,,,,16,16
Staten Island,50146071006.0,360850146071006,,,,,,,,,,,,,,,,,,50,50
Staten Island,50146081006.0,360850146081006,,,,,,,,,,,,,,,,,,68,68
Staten Island,50147001006.0,360850147001006,,,,,,,,,,,,0.0,,,,,,25,25
Staten Island,50151001006.0,360850151001006,,,,,,,,,,,,,,,,,,49,49
Staten Island,50156011006.0,360850156011006,,,0.0,,,0.0,,,,,,,,,,,,35,35
Staten Island,50156021006.0,360850156021006,,,,,,,0.0,,,,,,,,,,,28,28
Staten Island,50169011006.0,360850169011006,,,,,,,,,,,9.0,,,,0.0,,,11,20
Staten Island,50170081006.0,360850170081006,,,-1.0,,,,,,,,,,,,0.0,,,131,130
Staten Island,50170091006.0,360850170091006,,,,,,,,,,,,,,,,,,36,36
Staten Island,50170111006.0,360850170111006,,,,,,,,,,,,,,,,,,42,42
Staten Island,50170121006.0,360850170121006,,,,,,,,,,,,,,,,,,0,0
Staten Island,50173001006.0,360850173001006,,,,,,,,,,,,,,,,,,29,29
Staten Island,50177001006.0,360850177001006,,,,,,,,,,,,,0.0,,,,,17,17
Staten Island,50187011006.0,360850187011006,,,,,,,,,-1.0,3.0,,,0.0,-1.0,,,,35,37
Staten Island,50187021006.0,360850187021006,,,,1.0,,,,,,,,,,,,,0.0,45,46
Staten Island,50189021006.0,360850189021006,,,,,,,,,,,,,,,,,,45,45
Staten Island,50197001006.0,360850197001006,,,0.0,,,,,,,,,,,,,0.0,0.0,15,15
Staten Island,50208011006.0,360850208011006,,,1.0,,,,,,,,,,,,,,,11,12
Staten Island,50213001006.0,360850213001006,,,,,,,,,,,,,,,,,,64,64
Staten Island,50244011006.0,360850244011006,,,,,,0.0,,,,-1.0,,4.0,,,,,,8,11
Staten Island,50248001006.0,360850248001006,,,,,,,,,,,,,,,,,,7,7
Staten Island,50273021006.0,360850273021006,,,,,,,,,,,,,,,,,,45,45
Staten Island,50277061006.0,360850277061006,,,,,,,,,,,,,,,,,,0,0
Staten Island,50291031006.0,360850291031006,,,,,,,,,,,,,,,,,,76,76
Staten Island,50291041006.0,360850291041006,,,,,,,,,,,,,,,,,,44,44
Staten Island,50303021006.0,360850303021006,,,,,,,,,,,,,,,,,,43,43
Staten Island,50009001007.0,360850009001007,,,,,,,,,,,,,,,,,,53,53
Staten Island,50018001007.0,360850018001007,,,,,,,,,,,,,,,,,,10,10
Staten Island,50020011007.0,360850020011007,,,,,0.0,,,,,,-1.0,1.0,,,3.0,1.0,,22,22
Staten Island,50021001007.0,360850021001007,,,,,,,,,,4.0,,,,,,,,26,30
Staten Island,50027001007.0,360850027001007,,,,,,,,,,,,,,,,,,99,99
Staten Island,50036001007.0,360850036001007,,,,,-1.0,,,-2.0,3.0,,,,,,2.0,,,17,17
Staten Island,50040001007.0,360850040001007,,,,,,,,,,,,,,,,,,46,46
Staten Island,50047001007.0,360850047001007,,,,,0.0,0.0,,,,,,,,,,,,18,18
Staten Island,50064001007.0,360850064001007,,1.0,,,,,,,,,,,,,,,,11,11
Staten Island,50070001007.0,360850070001007,,,,,,,,,,,,,,,,,,56,56
Staten Island,50074001007.0,360850074001007,,,,,,,,-1.0,,2.0,,,0.0,,0.0,,,104,105
Staten Island,50077001007.0,360850077001007,,,,,,,,,,-2.0,,,1.0,,,,,52,50
Staten Island,50081001007.0,360850081001007,,,,,,,,,,,,,,,,,,51,51
Staten Island,50096021007.0,360850096021007,,,,,,,,3.0,,,,,,,,,,28,31
Staten Island,50112011007.0,360850112011007,,,,,,,,,,,,,,1.0,,,1.0,38,38
Staten Island,50112021007.0,360850112021007,,,,-2.0,,2.0,,,-1.0,2.0,,,,,,0.0,,21,22
Staten Island,50114011007.0,360850114011007,,,0.0,,,,,,,,,,,,,,,20,20
Staten Island,50114021007.0,360850114021007,,,,,,,,,,,,,,,,,1.0,34,34
Staten Island,50122001007.0,360850122001007,,,,,,,,,,,,,,,,,,32,32
Staten Island,50128041007.0,360850128041007,,,,,,,,,,,,,,,,,,17,17
Staten Island,50128051007.0,360850128051007,,,,,,,-1.0,1.0,,,,,,,,,,25,25
Staten Island,50132011007.0,360850132011007,,,,,,0.0,,,,,,-1.0,,,,,-1.0,44,43
Staten Island,50132031007.0,360850132031007,,,,,,,,,,,,,,,,,,34,34
Staten Island,50132041007.0,360850132041007,,,,,,,,,,,,,,,,0.0,-1.0,17,17
Staten Island,50133021007.0,360850133021007,,,,,,,,,,,,,,,,,,29,29
Staten Island,50134001007.0,360850134001007,,,,,,,0.0,,,,,,,,,,,16,16
Staten Island,50138001007.0,360850138001007,,,,,,0.0,,,,,,,,,1.0,,,10,10
Staten Island,50146041007.0,360850146041007,,,,,,,,,,,,,,,,,,65,65
Staten Island,50146051007.0,360850146051007,,,,,,,,,,,,,,,,,,18,18
Staten Island,50146061007.0,360850146061007,,,,,,,,,,,,,,,,,,104,104
Staten Island,50146071007.0,360850146071007,,,,,,,,,,,,,,,,,,196,196
Staten Island,50146081007.0,360850146081007,,,,,2.0,,,,,1.0,,,,,,0.0,,40,43
Staten Island,50147001007.0,360850147001007,,,0.0,-1.0,,,,,,,,,,,-1.0,,,28,27
Staten Island,50156011007.0,360850156011007,,,,,,,,,,,-1.0,,,,2.0,,,32,31
Staten Island,50156021007.0,360850156021007,,,,,0.0,,,,,,,,,,,,,31,31
Staten Island,50169011007.0,360850169011007,,,,,,,,,,,,,-1.0,,,,,21,21
Staten Island,50170071007.0,360850170071007,,,,,,,,,,,,,,,,,,36,36
Staten Island,50170081007.0,360850170081007,,,,,,,,,,,,,,,,,,45,45
Staten Island,50170091007.0,360850170091007,,,,,,,,,,,-1.0,,,,4.0,,,33,32
Staten Island,50170111007.0,360850170111007,,,,,,,,,,,,1.0,,,,,0.0,29,30
Staten Island,50173001007.0,360850173001007,,,,,0.0,-2.0,8.0,,,0.0,,,,,,,,6,12
Staten Island,50176001007.0,360850176001007,,,,,,,,-2.0,,4.0,,,1.0,,,-1.0,,23,25
Staten Island,50177001007.0,360850177001007,,,0.0,,,,,,,,,,,,,,,16,16
Staten Island,50187011007.0,360850187011007,,,,,,,,,,,-2.0,3.0,,,1.0,,,34,35
Staten Island,50189011007.0,360850189011007,,,,,,,,,,1.0,,,,,,,,8,9
Staten Island,50197001007.0,360850197001007,,,,,,,0.0,,,,,,,,,,,13,13
Staten Island,50198001007.0,360850198001007,,,,,,,,,,,,,,,,,,0,0
Staten Island,50201001007.0,360850201001007,,,,,,,,,,,,,,,,,,49,49
Staten Island,50223001007.0,360850223001007,,,,,,,,,,,,,,,,,,66,66
Staten Island,50228001007.0,360850228001007,,,,,,,,,,,,,,,,,,0,0
Staten Island,50231001007.0,360850231001007,,,,,,,,,,,,,,,,,,30,30
Staten Island,50239001007.0,360850239001007,,,,,,,,,,,,,,,,,,32,32
Staten Island,50244011007.0,360850244011007,,,,,,,,0.0,,,,,,,,,,17,17
Staten Island,50248001007.0,360850248001007,,,,,,,,,,,,,,,,,,19,19
Staten Island,50273021007.0,360850273021007,,,,,,,,,,,,,,,,,,46,46
Staten Island,50277021007.0,360850277021007,,,,,,,,,,,,,,,,,,33,33
Staten Island,50277051007.0,360850277051007,,,,,,,,,,,,,,,,,,32,32
Staten Island,50277061007.0,360850277061007,,,,,,,,,,,,,,,,,,13,13
Staten Island,50303021007.0,360850303021007,,,,,,,,,,,,,,,,,,64,64
Staten Island,50020011008.0,360850020011008,,,,,,,,,,,,,,,4.0,,,31,31
Staten Island,50021001008.0,360850021001008,,,,,,,,-1.0,-1.0,,8.0,8.0,0.0,0.0,,,,89,103
Staten Island,50040001008.0,360850040001008,,,,,,,,,,,,,,,,,,42,42
Staten Island,50047001008.0,360850047001008,,,,,,,,,,,,,,,,,,10,10
Staten Island,50070001008.0,360850070001008,,,,,,,,,,,,,,,,,,38,38
Staten Island,50077001008.0,360850077001008,,3.0,,,,,,,,,,,,,,,,39,39
Staten Island,50081001008.0,360850081001008,,,,,,,,,,,-2.0,,0.0,,0.0,0.0,0.0,27,25
Staten Island,50096021008.0,360850096021008,,,,,,,,,,,,,,,,,,0,0
Staten Island,50112011008.0,360850112011008,,,,,,,,,,,,,,,,,,48,48
Staten Island,50112021008.0,360850112021008,,,,,,,,,,,,,,,,,1.0,14,14
Staten Island,50114011008.0,360850114011008,,,,,,,,,,,,,,,,,,13,13
Staten Island,50114021008.0,360850114021008,,,,,,,,,,,,,,,,,,31,31
Staten Island,50122001008.0,360850122001008,,,,0.0,,2.0,,,,,,,,,,,,31,33
Staten Island,50128041008.0,360850128041008,0.0,0.0,,,,,,,,-1.0,-1.0,,3.0,2.0,,,,36,34
Staten Island,50128051008.0,360850128051008,,,,,,,,,,-1.0,,12.0,,,,,,6,17
Staten Island,50132011008.0,360850132011008,,,,,,,-1.0,,,,,,,0.0,0.0,,,50,49
Staten Island,50132031008.0,360850132031008,,,,,,,,,,,,,,,,,,44,44
Staten Island,50132041008.0,360850132041008,,,,,,,,,,,,0.0,,,,,,13,13
Staten Island,50134001008.0,360850134001008,,,,,,,0.0,,,,,,,,,,,19,19
Staten Island,50138001008.0,360850138001008,,,,,,,,,,,,,,,,,,10,10
Staten Island,50141001008.0,360850141001008,,,,,,,,,,,,,,,,,-1.0,0,0
Staten Island,50146041008.0,360850146041008,,,,,,,,,,,,,,,,,,46,46
Staten Island,50146051008.0,360850146051008,,,,,,,,,,,,,,,0.0,,,25,25
Staten Island,50146081008.0,360850146081008,,,,,,,,,,,,,,,,,,46,46
Staten Island,50147001008.0,360850147001008,0.0,0.0,,,,,,,,,0.0,,,,0.0,,,22,22
Staten Island,50156011008.0,360850156011008,,,,,,,,,,,,,,0.0,,,,64,64
Staten Island,50156021008.0,360850156021008,,,,,,,,,,,,,,,,,,30,30
Staten Island,50156031008.0,360850156031008,,,,,,,2.0,,,,,,,,1.0,,4.0,6,8
Staten Island,50169011008.0,360850169011008,,,,,,,,,,,,,,,0.0,,,20,20
Staten Island,50170051008.0,360850170051008,,,,,,,,,,,,,,,,,,9,9
Staten Island,50170071008.0,360850170071008,,,,,,,,,,,,,,,,,,37,37
Staten Island,50170081008.0,360850170081008,,,,,,,,,,,,,,,,,,44,44
Staten Island,50170091008.0,360850170091008,,,,,,,,,,,,,,,,,,0,0
Staten Island,50173001008.0,360850173001008,,,,,,,,,,,,,,,,,,29,29
Staten Island,50176001008.0,360850176001008,,,,0.0,,,,,,,,,,,,,,19,19
Staten Island,50177001008.0,360850177001008,,,,,,,,,,,,,,,,,,25,25
Staten Island,50187011008.0,360850187011008,,,,,,,,-2.0,2.0,,,,,,,,,52,52
Staten Island,50187021008.0,360850187021008,,,,,,,,,,,,,,,,,,15,15
Staten Island,50189011008.0,360850189011008,,,,,,,,,,0.0,,,,,,,0.0,36,36
Staten Island,50197001008.0,360850197001008,,,,,,,,,,,,,,,,,,19,19
Staten Island,50208031008.0,360850208031008,,,,,,,,,,,,,,,,,,64,64
Staten Island,50208041008.0,360850208041008,,,,,,,,,,,,,,,,,,45,45
Staten Island,50213001008.0,360850213001008,,,,,,,,,,,,,,,,,,45,45
Staten Island,50231001008.0,360850231001008,,,,,,,,,,,,,,,,,,28,28
Staten Island,50239001008.0,360850239001008,,,,,,,,,,2.0,,,1.0,,,1.0,,119,121
Staten Island,50244011008.0,360850244011008,,,,,,,,,,,,,,,,,,42,42
Staten Island,50251001008.0,360850251001008,,,,,,,,0.0,,,,,,,,,,56,56
Staten Island,50273021008.0,360850273021008,,,,,,,,,,,,,,,,,,39,39
Staten Island,50277041008.0,360850277041008,,,,,,,,,,,,,,,,,,60,60
Staten Island,50277051008.0,360850277051008,,,,,,,,,,,,,,,,,,28,28
Staten Island,50277061008.0,360850277061008,4.0,4.0,,,,,,,,,,,,,,,,46,50
Staten Island,50291031008.0,360850291031008,,,,,,,,,-1.0,,2.0,,,,,,,35,36
Staten Island,50291041008.0,360850291041008,,,,,,,,,,,,,1.0,,,,0.0,91,91
Staten Island,50303011008.0,360850303011008,,,,,,,,,,,,,,,,,,51,51
Staten Island,50303021008.0,360850303021008,,,,,,,,,,,,,,,,,,81,81
Staten Island,50018001009.0,360850018001009,,,,,,,,,,,,,,,,,,6,6
Staten Island,50020011009.0,360850020011009,,,,,,,,,,,,,,,,,,43,43
Staten Island,50021001009.0,360850021001009,,,,,,,,,-1.0,1.0,0.0,,,,,,,37,37
Staten Island,50040001009.0,360850040001009,,,,,,,,,,,,,,,,,,21,21
Staten Island,50059001009.0,360850059001009,,,,4.0,0.0,,,1.0,,,,,,,,,1.0,105,110
Staten Island,50070001009.0,360850070001009,,,,,,,,,,,,,,,,,,0,0
Staten Island,50074001009.0,360850074001009,,,,,,,,,,,,,,,,,,27,27
Staten Island,50077001009.0,360850077001009,-1.0,-1.0,,,,,,,,3.0,-1.0,,,,2.0,,0.0,49,50
Staten Island,50081001009.0,360850081001009,,,,,0.0,,,,,,,,,,,,,53,53
Staten Island,50096021009.0,360850096021009,,,,,,,,,,,-1.0,2.0,,,4.0,,,27,28
Staten Island,50112011009.0,360850112011009,,,,,,,,,0.0,-1.0,2.0,,,,,0.0,3.0,45,46
Staten Island,50112021009.0,360850112021009,3.0,3.0,,4.0,,,,-1.0,-1.0,1.0,0.0,2.0,1.0,,,,,50,58
Staten Island,50114011009.0,360850114011009,,,,,,,,,,,,,,,5.0,,,139,139
Staten Island,50114021009.0,360850114021009,,,,,,,,,,-1.0,2.0,,,-1.0,,,0.0,39,40
Staten Island,50121001009.0,360850121001009,,,,,1.0,,,,,,,,,,,,,21,22
Staten Island,50122001009.0,360850122001009,,,,,,,,,,,,,,,,,,33,33
Staten Island,50128041009.0,360850128041009,,,,,,-1.0,2.0,3.0,,,,,,,0.0,,,36,40
Staten Island,50128051009.0,360850128051009,,,-1.0,2.0,,,,,,,,,,,,,,27,28
Staten Island,50128061009.0,360850128061009,,,0.0,,,,,,,,,,,,,,,24,24
Staten Island,50132031009.0,360850132031009,,,,,3.0,,,,,,,,,,,,,35,38
Staten Island,50132041009.0,360850132041009,,,,,,,,,,,,,,,,,,14,14
Staten Island,50134001009.0,360850134001009,,,,,,,,,,,,,,,,,,30,30
Staten Island,50138001009.0,360850138001009,,,,,,,,,,,,,,,,,,13,13
Staten Island,50146041009.0,360850146041009,,,,,,,,,,,,,,,,,,44,44
Staten Island,50146051009.0,360850146051009,,,,,,,,,,,,,,,0.0,0.0,0.0,15,15
Staten Island,50146071009.0,360850146071009,,,,,,,,,,,,,,,,,,0,0
Staten Island,50146081009.0,360850146081009,,,,,,,,,,,,,,,,,,15,15
Staten Island,50151001009.0,360850151001009,,,,,,,,,,,,,,,0.0,,0.0,31,31
Staten Island,50156011009.0,360850156011009,,4.0,-1.0,,,,,2.0,,,,4.0,,,,,,19,24
Staten Island,50156021009.0,360850156021009,,,,,,,,,0.0,,,,0.0,,,,,17,17
Staten Island,50169011009.0,360850169011009,,,,,,,,,,,,,,,,,0.0,20,20
Staten Island,50170051009.0,360850170051009,,,,,,,,,,,,,,,,,,0,0
Staten Island,50170081009.0,360850170081009,,,,,,,,,,,,,,,,,,62,62
Staten Island,50170091009.0,360850170091009,,,,,,,,,,,,,,,0.0,,,35,35
Staten Island,50170111009.0,360850170111009,,,2.0,,,-1.0,,8.0,,,,,,,,0.0,0.0,34,43
Staten Island,50170121009.0,360850170121009,,,,,,,,,,,,,,,,,,30,30
Staten Island,50173001009.0,360850173001009,,,,,,,,,,,,,,,,,,20,20
Staten Island,50176001009.0,360850176001009,,,,1.0,-1.0,,,,,,,,,,,,,10,10
Staten Island,50177001009.0,360850177001009,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,22,22
Staten Island,50189011009.0,360850189011009,,,,,,,,,,,,,,,,,,36,36
Staten Island,50189021009.0,360850189021009,,,,,,,,,,,,,,,,,,48,48
Staten Island,50197001009.0,360850197001009,,,,,,,,,,,,,,,,,,13,13
Staten Island,50201001009.0,360850201001009,,,,,,,,,,,,,,,,,,22,22
Staten Island,50208041009.0,360850208041009,2.0,2.0,,,,,,,,,,,,,,,,40,42
Staten Island,50231001009.0,360850231001009,,,,,,,,,,,,,,,,,,24,24
Staten Island,50239001009.0,360850239001009,,,,,,,,,,,,,,,,,,29,29
Staten Island,50244021009.0,360850244021009,,,,,,,,,,,,,,,,,,15,15
Staten Island,50247001009.0,360850247001009,0.0,0.0,,,,,,,,,,,,,,,,67,67
Staten Island,50248001009.0,360850248001009,-2.0,-2.0,0.0,2.0,,,,,,,,,2.0,,10.0,,26.0,51,51
Staten Island,50251001009.0,360850251001009,,,,,,,,,,,,,,0.0,,,,92,92
Staten Island,50273021009.0,360850273021009,,,,,,,,,,,,,,,,,,50,50
Staten Island,50279001009.0,360850279001009,,,,,,,,,,,,,,,,,,8,8
Staten Island,50303011009.0,360850303011009,,,,,,,,,,,,,,,,,,62,62
Staten Island,50008001010.0,360850008001010,,,,,,,,,-1.0,-1.0,4.0,,,,2.0,,-1.0,25,27
Staten Island,50018001010.0,360850018001010,,,,,,,,,,,,,,,,,,4,4
Staten Island,50020021010.0,360850020021010,,,,,,,,,,,,,,,,,,38,38
Staten Island,50036001010.0,360850036001010,,,,,,,,,,,,,,,,,,19,19
Staten Island,50040001010.0,360850040001010,,,,,,,,,,,,,,,,,,15,15
Staten Island,50047001010.0,360850047001010,1.0,1.0,,,,,,,,,,,,,,,,48,49
Staten Island,50064001010.0,360850064001010,,,,,,,,,-1.0,,,,,,1.0,,1.0,22,21
Staten Island,50067001010.0,360850067001010,,,,,,,,,,,,,,,,,,27,27
Staten Island,50070001010.0,360850070001010,,,,,,,,,,,,,,,,,,13,13
Staten Island,50074001010.0,360850074001010,,,,,,,,,,,,,,,,,,16,16
Staten Island,50096021010.0,360850096021010,,,,,,,,,,,,,,,,,,0,0
Staten Island,50112011010.0,360850112011010,,,,,,,,,,,,,,,,,,48,48
Staten Island,50112021010.0,360850112021010,,,,,,,,,,,,,,,,,,28,28
Staten Island,50114011010.0,360850114011010,,,,,,,,,,,,,,,,,,0,0
Staten Island,50114021010.0,360850114021010,,,0.0,,2.0,,,,1.0,,,,,,,,,42,45
Staten Island,50121001010.0,360850121001010,,,,,,,,0.0,,,,,,,0.0,,,30,30
Staten Island,50122001010.0,360850122001010,,,,,,,,,,,,,,,,,0.0,32,32
Staten Island,50128041010.0,360850128041010,2.0,2.0,,,-1.0,,,-1.0,3.0,,0.0,,,,1.0,0.0,,60,63
Staten Island,50128051010.0,360850128051010,,,,,,,,,,,,,,,,,,30,30
Staten Island,50128061010.0,360850128061010,,,,,,,,,,,,,,,,,,12,12
Staten Island,50132031010.0,360850132031010,,,,,,,,,,,,,,,,,,37,37
Staten Island,50134001010.0,360850134001010,,,,,,,,-1.0,,,2.0,,,,,,,34,35
Staten Island,50138001010.0,360850138001010,0.0,0.0,,,,,,,,0.0,,,,,0.0,,,17,17
Staten Island,50146041010.0,360850146041010,,,,,,0.0,,,,,,,,,,,,40,40
Staten Island,50146051010.0,360850146051010,1.0,1.0,0.0,,,,,,,,0.0,0.0,,,,,,14,15
Staten Island,50146081010.0,360850146081010,,,,,,,,,0.0,,,,,,,,,24,24
Staten Island,50151001010.0,360850151001010,,,,,,,0.0,,,,,,,,0.0,,,21,21
Staten Island,50156011010.0,360850156011010,,,,,,,,,,,,,,,,,,16,16
Staten Island,50156021010.0,360850156021010,-1.0,-1.0,,,,,1.0,,,,,,,,,,,18,18
Staten Island,50169011010.0,360850169011010,,,,,,,,,,,,,,,,,,7,7
Staten Island,50170051010.0,360850170051010,,,,,,1.0,1.0,,,,,,,,,,-1.0,9,11
Staten Island,50170091010.0,360850170091010,,,,,,,,,,,,,,,2.0,,,28,28
Staten Island,50170111010.0,360850170111010,,,,,2.0,,,,,,1.0,,,,,,,54,57
Staten Island,50176001010.0,360850176001010,,,0.0,,,,,,,,,,,,,,,20,20
Staten Island,50177001010.0,360850177001010,,,0.0,,,,,,0.0,,,,,,0.0,,,22,22
Staten Island,50187021010.0,360850187021010,,,,,,,,,,,-1.0,-1.0,,,3.0,0.0,,35,33
Staten Island,50189011010.0,360850189011010,,,,,-2.0,2.0,,,,,,,,,0.0,,,34,34
Staten Island,50197001010.0,360850197001010,,,,,,,,,,,,,,,,,,12,12
Staten Island,50208011010.0,360850208011010,,,,,,,,,,,,,,,,,,22,22
Staten Island,50208041010.0,360850208041010,,,,-1.0,4.0,2.0,,,,,,,,,,,,46,51
Staten Island,50239001010.0,360850239001010,,,,,,,,,,,,,,,,,,29,29
Staten Island,50244021010.0,360850244021010,,1.0,,,,,,,,,,,,,,,,27,27
Staten Island,50251001010.0,360850251001010,,,,,,,,,,,,,,,,,,46,46
Staten Island,50273021010.0,360850273021010,,,,,,,,,-1.0,,2.0,,,,,1.0,,50,51
Staten Island,50303011010.0,360850303011010,,,,,,,,,,,,,,,,,,97,97
Staten Island,50323001010.0,360850323001010,,,,,,,,,,,,,,,,,,23,23
Staten Island,50040001011.0,360850040001011,,,,,,,,,,,,,,,,,,0,0
Staten Island,50059001011.0,360850059001011,1.0,1.0,,,,,,,,0.0,,,,,0.0,,1.0,50,51
Staten Island,50064001011.0,360850064001011,,,,,,,,,,,1.0,,,,,,0.0,16,17
Staten Island,50070001011.0,360850070001011,2.0,2.0,,,,,,,-1.0,2.0,,,,,,,,54,57
Staten Island,50074001011.0,360850074001011,,,,,,0.0,1.0,,,,,,,,,0.0,,29,30
Staten Island,50081001011.0,360850081001011,,,,,,,,,,,,,,,,,0.0,15,15
Staten Island,50096021011.0,360850096021011,,,,,,,,,,,,,,,,,,39,39
Staten Island,50112011011.0,360850112011011,,,,,,,,,,,,,,,,,,0,0
Staten Island,50112021011.0,360850112021011,,,,,,,,3.0,,,,,,,1.0,,,21,24
Staten Island,50114011011.0,360850114011011,,,,,,,,,,-1.0,,2.0,,,,,,24,25
Staten Island,50114021011.0,360850114021011,,,,,0.0,,,,,,,,,,0.0,,,35,35
Staten Island,50122001011.0,360850122001011,,,,,,,,,,,,,,,,,1.0,35,35
Staten Island,50128041011.0,360850128041011,,,,-1.0,,,,2.0,,4.0,,,2.0,,,0.0,2.0,31,36
Staten Island,50132031011.0,360850132031011,,,,,,,,,,,,,,,,,,38,38
Staten Island,50134001011.0,360850134001011,,,,,,,,,,,,,,,,,,20,20
Staten Island,50138001011.0,360850138001011,,,,-1.0,1.0,,,,,,,,,,,,,9,9
Staten Island,50146051011.0,360850146051011,,,2.0,,,,,,,,,,,,,,0.0,21,23
Staten Island,50156011011.0,360850156011011,,,,,,,,,,,,,,,,,,0,0
Staten Island,50156021011.0,360850156021011,,,,,,-1.0,0.0,-1.0,1.0,,1.0,,,,,,,26,26
Staten Island,50156031011.0,360850156031011,,,,,,,,,,,,,,,,,,39,39
Staten Island,50169011011.0,360850169011011,,,,0.0,,,,,,,,,,0.0,,,,16,16
Staten Island,50170091011.0,360850170091011,,,,,,,,,,,,,,,,,,45,45
Staten Island,50173001011.0,360850173001011,,,,,,,,,,,,,,,1.0,,,35,35
Staten Island,50176001011.0,360850176001011,,,,,0.0,,,,,-1.0,4.0,,,,,,,9,12
Staten Island,50177001011.0,360850177001011,0.0,0.0,,,,,0.0,,,,,,,,,,,11,11
Staten Island,50187021011.0,360850187021011,,,,,,,,,,,,,,,,,2.0,33,33
Staten Island,50189011011.0,360850189011011,,,,,,,,,,,,0.0,,,,,,39,39
Staten Island,50197001011.0,360850197001011,,,,,,,,0.0,1.0,,,,,,,,0.0,13,14
Staten Island,50201001011.0,360850201001011,,,,,,,,,,,,0.0,,,0.0,,0.0,73,73
Staten Island,50208041011.0,360850208041011,,,,,,,,,,,,,,,,,,48,48
Staten Island,50231001011.0,360850231001011,,,,,,,,,,,,,,,,,,22,22
Staten Island,50244011011.0,360850244011011,,,,,,,0.0,,,,,,,,2.0,,,7,7
Staten Island,50248001011.0,360850248001011,,,,,,,,,,-1.0,4.0,,,,,,0.0,28,31
Staten Island,50251001011.0,360850251001011,,,,0.0,,,,,,,,,,,,,,18,18
Staten Island,50291031011.0,360850291031011,,,,,,,,,,,,,,,,,,8,8
Staten Island,50291041011.0,360850291041011,,,,,,,,,,,,,,,,,,55,55
Staten Island,50303011011.0,360850303011011,,,,,,,,,,,,,,,,,,92,92
Staten Island,50323001011.0,360850323001011,,,,,,,,,,,,,,,,,,79,79
Staten Island,50018001012.0,360850018001012,,,,,,,,,,,,,,,,,,0,0
Staten Island,50040001012.0,360850040001012,,,,,,,,,,,,,,,,,,0,0
Staten Island,50047001012.0,360850047001012,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,52,52
Staten Island,50059001012.0,360850059001012,,,,,,,,,,,0.0,,,,,,,5,5
