boro,bct2010,centract10,comp2010ap,comp2010,comp2011,comp2012,comp2013,comp2014,comp2015,comp2016,comp2017,comp2018,comp2019,comp2020,filed,approved,permitted,withdrawn,inactive,cenunits10,adjunits10,total,totaladj
Manhattan,1011800,36061011800.0,2.0,2.0,3.0,7.0,0.0,-129.0,0.0,0.0,5.0,-4.0,,-35.0,0.0,0.0,0.0,0.0,-1.0,6283,6283,6132,6132
Manhattan,1012600,36061012600.0,,0.0,1.0,,-2.0,8.0,27.0,,-1.0,,0.0,,-7.0,-34.0,4.0,,-17.0,8738,8738,8771,8771
Manhattan,1014401,36061014401.0,,,-1.0,-1.0,0.0,,0.0,0.0,-3.0,,-18.0,-2.0,,,,0.0,-2.0,2853,2853,2828,2828
Manhattan,1016800,36061016800.0,,,10.0,229.0,,,,,,1.0,,,,,,,,1705,1705,1945,1945
Manhattan,1006800,36061006800.0,1.0,1.0,62.0,0.0,36.0,82.0,-13.0,-10.0,8.0,82.0,0.0,14.0,1.0,0.0,78.0,47.0,17.0,4428,4428,4690,4690
Manhattan,1017700,36061017700.0,0.0,0.0,1.0,-4.0,-4.0,0.0,,0.0,-12.0,,0.0,,-7.0,,0.0,0.0,0.0,4996,4996,4977,4977
Manhattan,1002000,36061002000.0,,,,,,,,,,,,,,,,,,1862,1862,1862,1862
Manhattan,1002601,36061002601.0,,,17.0,14.0,0.0,,3.0,53.0,2.0,-4.0,0.0,,,,5.0,-3.0,,1560,1560,1645,1645
Manhattan,1018700,36061018700.0,,,0.0,-9.0,0.0,,-1.0,0.0,84.0,,0.0,42.0,7.0,,-13.0,0.0,119.0,4707,4707,4823,4823
Manhattan,1019100,36061019100.0,-8.0,-8.0,,11.0,,,5.0,1.0,0.0,0.0,-1.0,,73.0,,-4.0,-158.0,0.0,4775,4775,4783,4783
Manhattan,1022200,36061022200.0,286.0,291.0,1.0,17.0,-1.0,28.0,64.0,8.0,29.0,9.0,-70.0,3.0,-5.0,27.0,551.0,1.0,5.0,1462,1462,1836,1836
Manhattan,1003002,36061003002.0,,,,3.0,0.0,,0.0,,1.0,1.0,-2.0,,,5.0,34.0,16.0,1.0,1887,1887,1890,1890
Manhattan,1003602,36061003602.0,4.0,4.0,-9.0,0.0,65.0,4.0,16.0,,6.0,3.0,30.0,0.0,88.0,0.0,9.0,10.0,91.0,1597,1597,1716,1716
Staten Island,5020803,36085020803.0,20.0,26.0,55.0,43.0,75.0,50.0,45.0,33.0,33.0,31.0,7.0,5.0,10.0,-3.0,28.0,2.0,12.0,2344,2344,2741,2741
Brooklyn,3005201,36047005201.0,,,,,,,,,,,,,,,,,0.0,1191,1191,1191,1191
Brooklyn,3005202,36047005202.0,,,,,1.0,,,,-1.0,0.0,,14.0,,,0.0,,,1522,1522,1536,1536
Manhattan,1024302,36061024302.0,,,,,,,,,,,,,,,,,,2598,2598,2598,2598
Manhattan,1009900,36061009900.0,193.0,1415.0,140.0,-28.0,703.0,543.0,74.0,50.0,570.0,447.0,421.0,203.0,17.0,,2377.0,-11.0,647.0,2400,2400,5716,5716
Manhattan,1011700,36061011700.0,7.0,7.0,61.0,-2.0,,,0.0,598.0,225.0,,,,499.0,,591.0,0.0,0.0,3154,3154,4043,4043
Bronx,2019400,36005019400.0,,,,,-1.0,,,4.0,4.0,,,,,,2.0,2.0,0.0,746,746,753,753
Bronx,2026400,36005026400.0,0.0,2.0,46.0,,4.0,,2.0,0.0,-3.0,2.0,0.0,,1.0,2.0,-1.0,,1.0,2162,2162,2213,2213
Queens,4145900,36081145900.0,-1.0,0.0,1.0,,4.0,2.0,3.0,2.0,0.0,1.0,4.0,2.0,1.0,,3.0,5.0,4.0,981,981,999,999
Queens,4120700,36081120700.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,-2.0,-1.0,5.0,2.0,0.0,,3.0,-2.0,3.0,929,929,946,946
Queens,4141700,36081141700.0,6.0,7.0,3.0,1.0,36.0,5.0,0.0,-1.0,0.0,2.0,0.0,1.0,,1.0,3.0,2.0,1.0,1553,1553,1606,1606
Staten Island,5009601,36085009601.0,2.0,2.0,,2.0,0.0,4.0,7.0,-3.0,4.0,1.0,-3.0,2.0,0.0,1.0,10.0,0.0,3.0,1587,1587,1603,1603
Manhattan,1024200,36061024200.0,185.0,185.0,49.0,0.0,173.0,140.0,0.0,,,-3.0,,,,0.0,488.0,140.0,80.0,1264,1264,1808,1808
Manhattan,1023700,36061023700.0,,,6.0,,-1.0,,,,34.0,,,-1.0,383.0,-1.0,5.0,280.0,-12.0,2767,2767,2805,2805
Manhattan,1024100,36061024100.0,0.0,-5.0,,0.0,1.0,,7.0,,0.0,,2.0,,-2.0,-9.0,13.0,,7.0,3434,3434,3444,3444
Brooklyn,3005601,36047005601.0,,,,0.0,,0.0,-1.0,0.0,4.0,,,15.0,0.0,0.0,,20.0,1.0,1546,1546,1564,1564
Manhattan,1014402,36061014402.0,3.0,3.0,-1.0,0.0,,0.0,,-34.0,-2.0,0.0,7.0,,,,137.0,4.0,5.0,4229,4229,4202,4202
Manhattan,1015200,36061015200.0,,,,0.0,-5.0,,,0.0,-1.0,,,,338.0,,20.0,0.0,-1.0,3926,3926,3920,3920
Manhattan,1002602,36061002602.0,-2.0,-2.0,0.0,78.0,,51.0,0.0,30.0,7.0,110.0,8.0,0.0,5.0,0.0,29.0,7.0,1.0,2157,2157,2439,2439
Manhattan,1003200,36061003200.0,2.0,2.0,8.0,10.0,88.0,-3.0,,30.0,0.0,1.0,,,2.0,-1.0,-2.0,0.0,-1.0,4906,4906,5042,5042
Bronx,2036501,36005036501.0,,,-1.0,-1.0,,18.0,-2.0,0.0,,43.0,-1.0,,13.0,,30.0,,-1.0,1399,1399,1455,1455
Manhattan,1003300,36061003300.0,15.0,25.0,22.0,41.0,110.0,-3.0,21.0,214.0,32.0,3.0,126.0,17.0,104.0,8.0,31.0,154.0,23.0,2743,2743,3341,3341
Manhattan,1003900,36061003900.0,24.0,24.0,38.0,2.0,110.0,-9.0,52.0,175.0,4.0,55.0,50.0,5.0,3.0,-17.0,6.0,51.0,16.0,3061,3061,3567,3567
Manhattan,1018800,36061018800.0,11.0,11.0,1.0,-1.0,,-7.0,-1.0,,17.0,-1.0,,26.0,9.0,66.0,163.0,1.0,70.0,2512,2512,2557,2557
Manhattan,1019400,36061019400.0,,,124.0,0.0,-9.0,,0.0,19.0,112.0,58.0,,30.0,184.0,,-12.0,-43.0,118.0,2538,2538,2872,2872
Manhattan,1021600,36061021600.0,0.0,35.0,43.0,4.0,0.0,2.0,-175.0,-2.0,49.0,7.0,1.0,2.0,,,57.0,48.0,2.0,3601,3601,3532,3532
Manhattan,1020102,36061020102.0,1.0,74.0,4.0,1.0,1.0,14.0,1.0,,15.0,,0.0,-6.0,5.0,,15.0,19.0,-1.0,1792,1792,1823,1823
Manhattan,1021800,36061021800.0,59.0,59.0,5.0,2.0,1.0,29.0,21.0,3.0,,-36.0,3.0,104.0,0.0,12.0,-17.0,0.0,68.0,3045,3045,3236,3236
Bronx,2018500,36005018500.0,77.0,92.0,-1.0,-1.0,8.0,76.0,291.0,122.0,23.0,138.0,60.0,0.0,2.0,0.0,516.0,43.0,147.0,2761,2761,3554,3554
Bronx,2008300,36005008300.0,,,0.0,,0.0,,,,,,11.0,,0.0,11.0,0.0,1.0,3.0,2147,2147,2158,2158
Bronx,2008500,36005008500.0,50.0,50.0,124.0,,,,,,0.0,,,,,0.0,4.0,,3.0,1826,1826,2000,2000
Bronx,2038301,36005038301.0,,,0.0,,,,20.0,,,,,17.0,,0.0,,3.0,,1588,1588,1625,1625
Bronx,2023702,36005023702.0,,,,,,,,,,,,,,,50.0,,,344,344,344,344
Bronx,2004100,36005004100.0,1.0,1.0,,-1.0,,60.0,,7.0,1.0,17.0,,16.0,0.0,9.0,339.0,15.0,2.0,2083,2083,2184,2184
Bronx,2024100,36005024100.0,,,,,,-2.0,4.0,3.0,1.0,90.0,-8.0,-2.0,4.0,25.0,87.0,,8.0,2029,2029,2115,2115
Manhattan,1008700,36061008700.0,0.0,0.0,-23.0,-3.0,3.0,41.0,2.0,23.0,0.0,4.0,-4.0,1.0,5.0,1.0,10.0,-11.0,19.0,4331,4331,4375,4375
Manhattan,1009100,36061009100.0,-1.0,-1.0,3.0,54.0,194.0,-23.0,48.0,0.0,-2.0,28.0,1.0,10.0,22.0,-39.0,71.0,121.0,4.0,4295,4295,4607,4607
Manhattan,1005200,36061005200.0,,2.0,-24.0,2.0,0.0,4.0,6.0,-1.0,,2.0,0.0,0.0,1.0,-3.0,0.0,-5.0,-1.0,1716,1716,1705,1705
Manhattan,1005400,36061005400.0,15.0,15.0,2.0,5.0,3.0,5.0,55.0,14.0,58.0,0.0,-6.0,,22.0,-2.0,128.0,2.0,45.0,2909,2909,3060,3060
Manhattan,1015300,36061015300.0,0.0,0.0,-3.0,1.0,-5.0,-4.0,-2.0,1.0,-24.0,,-6.0,-1.0,-8.0,-4.0,-7.0,-8.0,3.0,6146,6146,6103,6103
Bronx,2023703,36005023703.0,,,1.0,,0.0,66.0,0.0,,-2.0,,,53.0,51.0,15.0,,40.0,-1.0,1546,1546,1664,1664
Manhattan,1020101,36061020101.0,-28.0,-28.0,,,,,,,,,,,,,,,,313,313,285,285
Manhattan,1020300,36061020300.0,,0.0,,,,,,,,,,,,,,,,757,757,757,757
Manhattan,1020701,36061020701.0,0.0,0.0,,,,,,-2.0,-50.0,,,80.0,,,-4.0,57.0,-2.0,1405,1405,1433,1433
Manhattan,1016700,36061016700.0,-2.0,-2.0,-1.0,,-5.0,-3.0,-36.0,-1.0,4.0,91.0,29.0,-7.0,1.0,-9.0,1.0,-3.0,-8.0,3700,3700,3769,3769
Manhattan,1023200,36061023200.0,-3.0,-3.0,9.0,0.0,0.0,,,0.0,1.0,0.0,,,0.0,72.0,-4.0,0.0,0.0,3169,3169,3176,3176
Manhattan,1025900,36061025900.0,-13.0,-13.0,20.0,,0.0,,,14.0,,26.0,,,45.0,31.0,,2.0,4.0,1806,1806,1853,1853
Manhattan,1022102,36061022102.0,,0.0,-4.0,1.0,1.0,4.0,10.0,4.0,2.0,-3.0,9.0,,63.0,1.0,15.0,-9.0,1.0,1306,1306,1330,1330
Manhattan,1023000,36061023000.0,12.0,12.0,2.0,-2.0,1.0,9.0,3.0,25.0,54.0,-1.0,-2.0,64.0,2.0,22.0,14.0,-2.0,-11.0,3816,3816,3981,3981
Bronx,2016500,36005016500.0,,,,,,,,,,0.0,-3.0,,0.0,,29.0,,0.0,386,386,383,383
Bronx,2015100,36005015100.0,0.0,0.0,9.0,0.0,8.0,84.0,43.0,17.0,-1.0,4.0,,5.0,152.0,,19.0,20.0,-2.0,1938,1938,2107,2107
Bronx,2015300,36005015300.0,,,103.0,,,-2.0,,61.0,,,-1.0,-2.0,8.0,-2.0,36.0,-1.0,2.0,1494,1494,1653,1653
Manhattan,1017100,36061017100.0,,0.0,,,-1.0,0.0,-3.0,-6.0,-32.0,-7.0,-1.0,-2.0,-1.0,0.0,-8.0,-19.0,-10.0,4946,4946,4894,4894
Manhattan,1014802,36061014802.0,5.0,5.0,0.0,-2.0,,-18.0,-27.0,,0.0,,162.0,0.0,0.0,1.0,-19.0,0.0,-9.0,3979,3979,4099,4099
Manhattan,1015801,36061015801.0,4.0,2.0,-6.0,-6.0,1.0,-1.0,0.0,-2.0,-2.0,-4.0,-2.0,-2.0,-20.0,-1.0,2.0,0.0,4.0,2912,2912,2892,2892
Manhattan,1025100,36061025100.0,,,0.0,-4.0,0.0,,44.0,,,,,,,0.0,0.0,5.0,-9.0,847,847,887,887
Manhattan,1025300,36061025300.0,-3.0,-3.0,-1.0,-1.0,,,8.0,0.0,,,,,144.0,,6.0,-15.0,14.0,3950,3950,3953,3953
Bronx,2017300,36005017300.0,,,-5.0,,,-3.0,,86.0,,126.0,4.0,-1.0,197.0,-5.0,51.0,,0.0,2101,2101,2308,2308
Bronx,2018301,36005018301.0,,,,,,,,,,,,,0.0,,,,46.0,2000,2000,2000,2000
Bronx,2018302,36005018302.0,,,,,,,,,,,,,5.0,,,,-6.0,1312,1312,1312,1312
Bronx,2018102,36005018102.0,,,,,,,,,,,43.0,,,,5.0,0.0,1.0,1665,1665,1708,1708
Bronx,2018101,36005018101.0,,,,1.0,,1.0,,,2.0,,0.0,3.0,,12.0,9.0,4.0,8.0,1103,1103,1110,1110
Manhattan,1027100,36061027100.0,,,,,,-1.0,,,,,,0.0,,98.0,-1.0,0.0,0.0,3050,3050,3049,3049
Manhattan,1027300,36061027300.0,,,,,,,,3.0,,,,,21.0,,0.0,,129.0,3286,3286,3289,3289
Manhattan,1029500,36061029500.0,,,22.0,,,28.0,,-2.0,-6.0,,,22.0,28.0,,1.0,21.0,2.0,3336,3336,3400,3400
Manhattan,1029700,36061029700.0,,,,,,,,,,,,,1.0,,,,,4,4,4,4
Bronx,2002500,36005002500.0,0.0,0.0,,1.0,-2.0,-3.0,0.0,,,,0.0,22.0,0.0,7.0,-3.0,,8.0,1999,1999,2017,2017
Bronx,2003900,36005003900.0,5.0,13.0,2.0,3.0,,1.0,9.0,,,178.0,1.0,1.0,22.0,-4.0,6.0,,4.0,2157,2157,2357,2357
Manhattan,1004000,36061004000.0,87.0,90.0,3.0,-8.0,2.0,83.0,33.0,-1.0,-3.0,-120.0,30.0,-1.0,,1.0,-1.0,-4.0,-4.0,4610,4610,4715,4715
Manhattan,1006100,36061006100.0,0.0,7.0,8.0,0.0,0.0,10.0,5.0,-6.0,0.0,5.0,52.0,0.0,66.0,-2.0,1.0,-12.0,-19.0,2679,2679,2753,2753
Manhattan,1006900,36061006900.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,28.0,54.0,35.0,,26.0,,31.0,0.0,29.0,1426,1426,1545,1545
Bronx,2023900,36005023900.0,1.0,1.0,,1.0,-4.0,,,,50.0,-2.0,,16.0,62.0,31.0,50.0,1.0,1.0,2619,2619,2681,2681
Bronx,2002701,36005002701.0,,,,,,,,,,,159.0,,,,8.0,8.0,8.0,1075,1075,1234,1234
Bronx,2002702,36005002702.0,0.0,0.0,8.0,,0.0,,121.0,,,,,1.0,,,,,1.0,1382,1382,1512,1512
Bronx,2017701,36005017701.0,1.0,1.0,0.0,,0.0,-2.0,1.0,1.0,,7.0,,,,7.0,0.0,,1.0,1375,1375,1383,1383
Manhattan,1007700,36061007700.0,-4.0,-4.0,0.0,-10.0,-15.0,-7.0,-2.0,-3.0,-3.0,-2.0,-9.0,5.0,-1.0,-2.0,-13.0,7.0,-4.0,4247,4247,4197,4197
Manhattan,1008100,36061008100.0,5.0,5.0,-2.0,-1.0,32.0,0.0,-3.0,0.0,-33.0,23.0,12.0,15.0,67.0,0.0,85.0,3.0,-11.0,5390,5390,5438,5438
Manhattan,1017500,36061017500.0,1.0,1.0,-9.0,-13.0,,-11.0,-5.0,2.0,,31.0,13.0,,-1.0,0.0,-11.0,1.0,-23.0,5798,5798,5807,5807
Manhattan,1017900,36061017900.0,-8.0,-8.0,-7.0,295.0,0.0,-57.0,0.0,-4.0,,0.0,-20.0,-1.0,,0.0,128.0,3.0,-1.0,5175,5175,5373,5373
Manhattan,1007100,36061007100.0,-8.0,-8.0,1.0,-103.0,0.0,0.0,188.0,-2.0,0.0,-4.0,-13.0,0.0,-2.0,2.0,-4.0,-26.0,-28.0,3711,3711,3770,3770
Bronx,2039700,36005039700.0,95.0,95.0,0.0,0.0,,54.0,,37.0,,-2.0,10.0,,,206.0,,12.0,-1.0,573,573,767,767
Manhattan,1014300,36061014300.0,,,,,,,,,,,,,,,,,,0,0,0,0
Manhattan,1017300,36061017300.0,-1.0,-1.0,0.0,-14.0,-31.0,-6.0,-12.0,-3.0,-16.0,-13.0,-61.0,-8.0,-15.0,-1.0,-11.0,-19.0,-4.0,5220,5220,5055,5055
Bronx,2041300,36005041300.0,-5.0,-5.0,,77.0,1.0,27.0,-2.0,1.0,8.0,-13.0,-26.0,234.0,37.0,13.0,582.0,63.0,36.0,2983,2983,3285,3285
Bronx,2041900,36005041900.0,0.0,0.0,-1.0,-1.0,64.0,-3.0,0.0,,,,10.0,,-2.0,13.0,1.0,2.0,0.0,2584,2584,2653,2653
Bronx,2041500,36005041500.0,,,6.0,,,,122.0,,,,-2.0,,34.0,-4.0,30.0,,-36.0,2279,2279,2405,2405
Bronx,2042500,36005042500.0,0.0,0.0,,9.0,1.0,-2.0,,0.0,57.0,200.0,,30.0,56.0,-4.0,,116.0,34.0,2291,2291,2586,2586
Bronx,2005600,36005005600.0,,,,,,,,,,,1.0,,,,6.0,,-1.0,1022,1022,1023,1023
Bronx,2006200,36005006200.0,,,15.0,,,,,,,,,,,,-1.0,,1.0,2455,2455,2470,2470
Bronx,2003700,36005003700.0,,,,,,,,,,,,,,,,,,136,136,136,136
Bronx,2038302,36005038302.0,,,,,,,,,,90.0,3.0,71.0,13.0,15.0,182.0,0.0,107.0,2009,2009,2173,2173
Bronx,2039902,36005039902.0,,,,,,16.0,,,68.0,,0.0,,0.0,,58.0,16.0,0.0,1693,1693,1777,1777
Bronx,2022701,36005022701.0,,70.0,,,,,,,,-1.0,,,,103.0,23.0,,,1784,1784,1783,1783
Bronx,2023301,36005023301.0,,0.0,,0.0,,,27.0,,,0.0,,,145.0,5.0,164.0,,6.0,1560,1560,1587,1587
Bronx,2017901,36005017901.0,,162.0,,0.0,,34.0,,,,,,,,,,,12.0,1530,1530,1564,1564
Bronx,2019700,36005019700.0,,,,0.0,,,,,,,,,2.0,,745.0,,0.0,2230,2230,2230,2230
Bronx,2038900,36005038900.0,,,,,-2.0,-5.0,2.0,-3.0,48.0,,,-1.0,220.0,0.0,11.0,11.0,-1.0,1946,1946,1985,1985
Bronx,2006000,36005006000.0,,,,,,,36.0,,,,,,,,,,0.0,385,385,421,421
Manhattan,1019500,36061019500.0,-7.0,-7.0,,,,,6.0,,0.0,-1.0,,-1.0,32.0,2.0,11.0,1.0,2.0,3915,3915,3912,3912
Manhattan,1019900,36061019900.0,,,0.0,,1.0,1.0,1.0,0.0,-2.0,0.0,-9.0,,,-1.0,3.0,1.0,0.0,3905,3905,3897,3897
Queens,4071100,36081071100.0,-1.0,0.0,0.0,1.0,1.0,1.0,27.0,,0.0,,1.0,,2.0,200.0,74.0,,1.0,2899,2899,2929,2929
Queens,4072300,36081072300.0,,0.0,1.0,,0.0,,0.0,1.0,0.0,0.0,,-2.0,,0.0,0.0,,0.0,866,866,866,866
Queens,4073700,36081073700.0,-3.0,-3.0,,,,,-4.0,-1.0,,44.0,23.0,,,21.0,26.0,,4.0,1208,1208,1267,1267
Bronx,2013300,36005013300.0,-2.0,-2.0,,,65.0,,,,,-3.0,-3.0,,4.0,8.0,102.0,,3.0,2339,2339,2396,2396
Bronx,2013500,36005013500.0,,,-15.0,1.0,124.0,2.0,,8.0,29.0,11.0,,,-7.0,1.0,,0.0,2.0,1323,1323,1483,1483
Bronx,2022902,36005022902.0,,,,,0.0,-6.0,,,42.0,-1.0,0.0,,46.0,-4.0,134.0,40.0,-2.0,1130,1130,1165,1165
Bronx,2035600,36005035600.0,,2.0,0.0,,2.0,5.0,1.0,,,4.0,1.0,,10.0,-1.0,2.0,,2.0,702,702,715,715
Bronx,2046202,36005046202.0,59.0,59.0,27.0,6.0,2.0,1.0,6.0,30.0,2.0,-5.0,-1.0,0.0,1.0,6.0,13.0,0.0,18.0,2681,2681,2808,2808
Bronx,2037100,36005037100.0,,,,6.0,6.0,9.0,-2.0,62.0,-4.0,21.0,-6.0,-11.0,76.0,,36.0,6.0,1.0,1791,1791,1872,1872
Bronx,2039300,36005039300.0,,,,,-2.0,-3.0,16.0,41.0,,,,3.0,35.0,-4.0,9.0,39.0,11.0,3282,3282,3337,3337
Brooklyn,3066600,36047066600.0,,,,,,,,,,,,,,,,,0.0,0,0,0,0
Queens,4091800,36081091800.0,,,,,,,,,,,,,,,,,,9,9,9,9
Staten Island,5030301,36085030301.0,0.0,0.0,0.0,,,,1.0,,,0.0,0.0,1.0,0.0,1.0,,,,1832,1832,1834,1834
Staten Island,5030302,36085030302.0,,,,,3.0,2.0,,-3.0,2.0,,7.0,3.0,0.0,,5.0,,0.0,2020,2020,2034,2034
Staten Island,5020700,36085020700.0,2.0,2.0,5.0,2.0,-3.0,9.0,,58.0,19.0,51.0,36.0,0.0,38.0,-1.0,68.0,38.0,6.0,2006,2006,2185,2185
Staten Island,5000700,36085000700.0,-2.0,-2.0,1.0,-1.0,1.0,,0.0,,,,,,,-2.0,0.0,-2.0,0.0,2308,2308,2307,2307
Staten Island,5008100,36085008100.0,4.0,6.0,60.0,6.0,10.0,7.0,2.0,,1.0,,-1.0,4.0,0.0,-1.0,2.0,1.0,0.0,1874,1874,1967,1967
Staten Island,5018902,36085018902.0,4.0,7.0,3.0,1.0,6.0,1.0,4.0,-1.0,0.0,0.0,,0.0,1.0,-1.0,1.0,0.0,0.0,1795,1795,1813,1813
Brooklyn,3061004,36047061004.0,-1.0,-1.0,,1.0,0.0,-5.0,1.0,48.0,4.0,,12.0,,1.0,-5.0,-1.0,0.0,3.0,3409,3409,3469,3469
Brooklyn,3061200,36047061200.0,2.0,2.0,-1.0,-1.0,-25.0,2.0,25.0,-1.0,6.0,-1.0,-1.0,-1.0,65.0,-7.0,8.0,-3.0,65.0,496,496,500,500
Brooklyn,3000502,36047000502.0,0.0,0.0,,5.0,-4.0,,-2.0,-14.0,,-18.0,,134.0,1.0,0.0,-10.0,-2.0,9.0,1623,1623,1724,1724
Brooklyn,3055500,36047055500.0,987.0,1577.0,187.0,28.0,286.0,95.0,599.0,183.0,536.0,93.0,-1.0,104.0,165.0,10.0,56.0,35.0,48.0,2290,2290,5387,5387
Brooklyn,3117800,36047117800.0,,,,,0.0,1.0,,0.0,,,,,403.0,,275.0,3.0,0.0,531,531,532,532
Queens,4094203,36081094203.0,,,,,,,,7.0,64.0,-1.0,2.0,,2.0,2.0,0.0,0.0,6.0,2717,2717,2789,2789
Staten Island,5003600,36085003600.0,,1.0,20.0,4.0,-1.0,5.0,14.0,0.0,6.0,,-1.0,-1.0,5.0,-1.0,9.0,-1.0,0.0,864,864,910,910
Staten Island,5004000,36085004000.0,2.0,1.0,5.0,2.0,6.0,4.0,41.0,53.0,26.0,10.0,1.0,6.0,12.0,1.0,6.0,-1.0,20.0,4524,4524,4680,4680
Brooklyn,3046400,36047046400.0,-2.0,-2.0,-1.0,3.0,0.0,-3.0,,0.0,4.0,5.0,-1.0,164.0,2.0,5.0,-2.0,-1.0,5.0,795,795,964,964
Brooklyn,3047400,36047047400.0,-1.0,-1.0,2.0,-5.0,,-2.0,-6.0,-2.0,3.0,1.0,3.0,1.0,11.0,-1.0,2.0,0.0,11.0,844,844,838,838
Queens,4065400,36081065400.0,-1.0,0.0,,5.0,,-1.0,,0.0,3.0,2.0,5.0,2.0,3.0,3.0,5.0,2.0,0.0,893,893,908,908
Staten Island,5012805,36085012805.0,16.0,16.0,-2.0,2.0,-11.0,-49.0,-1.0,-1.0,1.0,1.0,,11.0,2.0,0.0,,-55.0,-12.0,1154,1154,1121,1121
Brooklyn,3088600,36047088600.0,1.0,1.0,,,,,,,,2.0,,,10.0,44.0,1.0,,0.0,1843,1843,1846,1846
Brooklyn,3088800,36047088800.0,,0.0,,-2.0,,,,,,,,,-1.0,,2.0,1.0,2.0,1551,1551,1549,1549
Queens,4076901,36081076901.0,1.0,1.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,2265,2265,2266,2266
Queens,4076902,36081076902.0,0.0,0.0,,,,,,,,,,-1.0,,,1.0,,0.0,683,683,682,682
Staten Island,5012804,36085012804.0,1.0,1.0,4.0,-4.0,-27.0,-2.0,0.0,3.0,14.0,15.0,6.0,4.0,10.0,1.0,10.0,3.0,14.0,1702,1702,1716,1716
Staten Island,5012806,36085012806.0,0.0,0.0,-1.0,-33.0,4.0,-2.0,-2.0,2.0,1.0,1.0,3.0,7.0,0.0,-1.0,4.0,-4.0,-8.0,2569,2569,2549,2549
Brooklyn,3001300,36047001300.0,,,,,0.0,0.0,,,0.0,270.0,,,27.0,,180.0,,,1036,1036,1306,1306
Brooklyn,3004700,36047004700.0,137.0,137.0,30.0,2.0,10.0,6.0,1.0,,,8.0,0.0,4.0,20.0,-2.0,57.0,-7.0,0.0,704,704,902,902
Brooklyn,3005100,36047005100.0,0.0,18.0,17.0,25.0,4.0,16.0,-2.0,6.0,9.0,7.0,8.0,-1.0,2.0,1.0,10.0,6.0,11.0,1079,1079,1168,1168
Brooklyn,3054900,36047054900.0,17.0,54.0,162.0,172.0,276.0,37.0,8.0,87.0,29.0,55.0,257.0,42.0,17.0,9.0,46.0,22.0,13.0,1209,1209,2351,2351
Brooklyn,3055100,36047055100.0,25.0,29.0,42.0,35.0,33.0,8.0,8.0,7.0,555.0,127.0,366.0,,2.0,2.0,1106.0,6.0,9.0,2125,2125,3331,3331
Brooklyn,3044900,36047044900.0,0.0,0.0,0.0,0.0,0.0,1.0,,6.0,0.0,,0.0,,10.0,1.0,7.0,0.0,2.0,1125,1125,1132,1132
Brooklyn,3059300,36047059300.0,,,2.0,0.0,,,2.0,21.0,-1.0,16.0,,7.0,4.0,0.0,14.0,1.0,0.0,976,976,1023,1023
Manhattan,1009700,36061009700.0,,,-14.0,,3.0,,,,,,-7.0,,,4.0,83.0,3.0,,2783,2783,2765,2765
Manhattan,1010300,36061010300.0,,,,,0.0,33.0,,,844.0,,11.0,0.0,,0.0,-6.0,24.0,88.0,1414,1414,2302,2302
Staten Island,5015602,36085015602.0,2.0,10.0,1.0,0.0,2.0,-2.0,2.0,0.0,-2.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,1206,1206,1214,1214
Staten Island,5017011,36085017011.0,2.0,2.0,6.0,1.0,11.0,-3.0,4.0,12.0,4.0,3.0,-2.0,19.0,,,11.0,-1.0,0.0,1822,1822,1879,1879
Staten Island,5006400,36085006400.0,4.0,4.0,0.0,5.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,,4.0,1.0,-7.0,1313,1313,1334,1334
Staten Island,5007000,36085007000.0,16.0,30.0,14.0,14.0,12.0,5.0,7.0,-1.0,-8.0,20.0,17.0,6.0,33.0,13.0,12.0,9.0,11.0,2944,2944,3046,3046
Queens,4103202,36081103202.0,-2.0,-2.0,-12.0,2.0,15.0,-1.0,-3.0,,2.0,-1.0,-6.0,6.0,403.0,467.0,930.0,-2.0,18.0,1876,1876,1876,1876
Queens,4036600,36081036600.0,,,0.0,4.0,2.0,5.0,-1.0,,0.0,10.0,1.0,1.0,0.0,,10.0,,4.0,984,984,1006,1006
Manhattan,1007800,36061007800.0,,,3.0,,-5.0,7.0,80.0,-16.0,162.0,74.0,-18.0,,4.0,,226.0,1.0,31.0,5582,5582,5869,5869
Manhattan,1008000,36061008000.0,2.0,2.0,-2.0,1.0,0.0,125.0,4.0,4.0,,-7.0,3.0,-1.0,122.0,34.0,-4.0,-1.0,4.0,3823,3823,3952,3952
Manhattan,1004700,36061004700.0,38.0,42.0,8.0,4.0,10.0,0.0,11.0,53.0,7.0,16.0,-2.0,4.0,-3.0,-14.0,54.0,5.0,43.0,1710,1710,1859,1859
Queens,4138501,36081138501.0,0.0,1.0,3.0,1.0,3.0,-1.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0,7.0,3.0,1.0,1526,1526,1538,1538
Queens,4147100,36081147100.0,,,4.0,0.0,1.0,3.0,-2.0,4.0,3.0,2.0,-1.0,2.0,43.0,2.0,4.0,7.0,0.0,1382,1382,1398,1398
Manhattan,1003700,36061003700.0,-3.0,-3.0,-8.0,21.0,-3.0,-5.0,-34.0,137.0,199.0,0.0,166.0,268.0,23.0,15.0,422.0,95.0,-24.0,1564,1564,2302,2302
